doi,标题,期刊,年份,作者
10.1038/s41467-022-29884-3,ZNF117 regulates glioblastoma stem cell differentiation towards oligodendroglial lineage,NATURE COMMUNICATIONS,2022,"Jun Liu,Xiaoying Wang,Ann T Chen,Xingchun Gao,Benjamin T Himes,Hongyi Zhang,Zeming Chen,Jianhui Wang,Wendy C Sheu,Gang Deng,Yang Xiao,Pan Zou,Shenqi Zhang,Fuyao Liu,Yong Zhu,Rong Fan,Toral R Patel,W Mark Saltzman,Jiangbing Zhou"
10.1126/science.abg7216,Spatial-CUT&Tag: Spatially resolved chromatin modification profiling at the cellular level,SCIENCE,2022,"Yanxiang Deng,Marek Bartosovic,Petra Kukanja,Di Zhang,Yang Liu,Graham Su,Archibald Enninful,Zhiliang Bai,Gonçalo Castelo-Branco,Rong Fan"
10.1016/j.biopsych.2022.02.062,Spatially Resolved Transcriptomes in Human Hippocampus,Biological Psychiatry,2022,"Yang Xiao,Graham Su,Yang Liu,Cheick A. Sissoko,Yung-yu Huang,Adrienne N. Santiago,Andrew J. Dwork,Gorazd B. Rosoklija,Underwood D. Mark,Victoria Arango,J. John Mann,Rong Fan,Kam Leong,Maura Boldrini"
10.1101/2022.08.31.506117,Microfluidic immuno-serology assay revealed a limited diversity of protection against COVID-19 in patients with altered immunity,,2022,"Dongjoo Kim,Giulia Biancon,Zhiliang Bai,Jennifer VanOudenhove,Yuxin Liu,Shalin Kothari,Lohith Gowda,Jennifer M. Kwan,Nicholas Carlos Buitrago-Pocasangre,Nikhil Lele,Hiromitsu Asashima,Michael K. Racke,JoDell E. Wilson,Tara S. Givens,Mary M. Tomayko,Wade L. Schulz,Erin E. Longbrake,David A. Hafler,Stephanie Halene,Rong Fan"
10.1016/j.neuron.2021.10.036,"Transcriptomic taxonomy and neurogenic trajectories of adult human, macaque, and pig hippocampal and entorhinal cells",Neuron,2022,"Daniel Franjic,Mario Skarica,Shaojie Ma,Jon I Arellano,Andrew T N Tebbenkamp,Jinmyung Choi,Chuan Xu,Qian Li,Yury M Morozov,David Andrijevic,Zvonimir Vrselja,Ana Spajic,Gabriel Santpere,Mingfeng Li,Shupei Zhang,Yang Liu,Joshua Spurrier,Le Zhang,Ivan Gudelj,Lucija Rapan,Hideyuki Takahashi,Anita Huttner,Rong Fan,Stephen M Strittmatter,Andre M M Sousa,Pasko Rakic,Nenad Sestan"
10.1038/s41467-022-31110-z,Unmixing for ultra-high-plex fluorescence imaging,NATURE COMMUNICATIONS,2022,"Archibald Enninful,Alev Baysoy,Rong Fan"
10.1038/s41586-022-05094-1,Spatial profiling of chromatin accessibility in mouse and human tissues,NATURE,2022,"Yanxiang Deng,Marek Bartosovic,Sai Ma,Di Zhang,Petra Kukanja,Yang Xiao,Graham Su,Yang Liu,Xiaoyu Qin,Gorazd B Rosoklija,Andrew J Dwork,J John Mann,Mina L Xu,Stephanie Halene,Joseph E Craft,Kam W Leong,Maura Boldrini,Gonçalo Castelo-Branco,Rong Fan"
10.3389/fimmu.2022.914236,Single-Cell Transcriptomics Revealed Subtype-Specific Tumor Immune Microenvironments in Human Glioblastomas,FRONTIERS IN IMMUNOLOGY,2022,"Yong Xiao,Zhen Wang,Mengjie Zhao,Yanxiang Deng,Mingyu Yang,Graham Su,Kun Yang,Chunfa Qian,Xinhua Hu,Yong Liu,Liangyuan Geng,Yang Xiao,Yuanjie Zou,Xianglong Tang,Hongyi Liu,Hong Xiao,Rong Fan"
10.1093/ofid/ofac171,"Mission, Organization, and Future Direction of the Serological Sciences Network for COVID-19 (SeroNet) Epidemiologic Cohort Studies",OPEN FORUM INFECTIOUS DISEASES,2022,"Jane C Figueiredo,Fred R Hirsch,Lawrence H Kushi,Wendy N Nembhard,James M Crawford,Nicholas Mantis,Laurel Finster,Noah M Merin,Akil Merchant,Karen L Reckamp,Gil Y Melmed,Jonathan Braun,Dermot McGovern,Samir Parekh,Douglas A Corley,Namvar Zohoori,Benjamin C Amick,Ruofei Du,Peter K Gregersen,Betty Diamond,Emanuela Taioli,Carlos Sariol,Ana Espino,Daniela Weiskopf,Alba Gifoni,James Brien,William Hanege,Marc Lipsitch,David A Zidar,Ann Scheck McAlearney,Ania Wajnberg,Joshua LaBaer,E Yvonne Lewis,Raquel A Binder,Ann M Moormann,Catherine Forconi,Sarah Forrester,Jennifer Batista,John Schieffelin,Dongjoo Kim,Giulia Biancon,Jennifer VanOudenhove,Stephanie Halene,Rong Fan,Dan H Barouch,Galit Alter,Swetha Pinninti,Suresh B Boppana,Sunil K Pati,Misty Latting,Andrew H Karaba,John Roback,Rafick Sekaly,Andrew Neish,Ahnalee M Brincks,Douglas A Granger,Amy B Karger,Bharat Thyagarajan,Stefani N Thomas,Sabra L Klein,Andrea L Cox,Todd Lucas,Debra Furr-Holden,Kent Key,Nicole Jones,Jens Wrammerr,Mehul Suthar,Serre Yu Wong,Natalie M Bowman,Viviana Simon,Lynne D Richardson,Russell McBride,Florian Krammer,Meenakshi Rana,Joshua Kennedy,Karl Boehme,Craig Forrest,Steve W Granger,Christopher D Heaney,Maria Knight Lapinski,Shannon Wallet,Ralph S Baric,Luca Schifanella,Marcos Lopez,Soledad Fernández,Eben Kenah,Ashish R Panchal,William J Britt,Iñaki Sanz,Madhav Dhodapkar,Rafi Ahmed,Luther A Bartelt,Alena J Markmann,Jessica T Lin,Robert S Hagan,Matthew C Wolfgang,Jacek Skarbinski"
10.1101/2021.06.06.447244,Spatial-ATAC-seq: spatially resolved chromatin accessibility profiling of tissues at genome scale and cellular level,,2021,"Yanxiang Deng,Marek Bartosovic,Sai Ma,Di Zhang,Yang Liu,Xiaoyu Qin,Graham Su,Mina L. Xu,Stephanie Halene,Joseph E. Craft,Gonçalo Castelo-Branco,Rong Fan"
,Secretory mpp3 enforce myeloid differentiation trajectory and amplify myeloid cell production,EXPERIMENTAL HEMATOLOGY,2021,"Yoon-A Kang,Hyojung Paik,Si Yi Zhang,Jonathan Chen,Matt Warr,Rong Fan,Emmanuelle Passegue"
10.1101/2021.12.08.471791,CXCL8/CXCR2 signaling mediates bone marrow fibrosis and represents a therapeutic target in myelofibrosis,,2021,"Andrew Dunbar,Dongjoo Kim,Min Lu,Mirko Farina,Julie L. Yang,Young Park,Francesca Gobbo,Paola Verachi,Fabrizio Martelli,Abdul Karzai,Wenbin Xiao,Lijuan Xia,Nada Elmansy,Maria Kleppe,Zhuo Chen,Yang Xiao,Erin McGovern,Jenna Snyder,Aishwarya Krishnan,Corinne Hill,Keith Cordner,Anouar Zouak,Mohamed Salama,Jayden Yohai,Eric Tucker,Jonathan Chen,Jing Zhou,Tim McConnell,Richard Koche,Raajit Rampal,Anna Rita Migliaccio,Rong Fan,Ross Levine,Ronald Hoffman"
10.1021/acsami.1c08744,Preparation Of Anisotropic Micro-Hydrogels With Tunable Structural And Topographic Features By Compound Interfacial Shearing,ACS APPLIED MATERIALS & INTERFACES,2021,"Yuanqing Zhu,Rong Fan,Zhiyuan Zheng,Zhiqiang Zhu,Ting Si,Ronald X Xu"
10.1101/2021.04.15.440005,Single-cell antigen-specific activation landscape of CAR T infusion product identifies determinants of CD19 positive relapse in patients with ALL,,2021,"Zhiliang Bai,Steven Woodhouse,Dongjoo Kim,Stefan Lundh,Hongxing Sun,Yanxiang Deng,Yang Xiao,David M. Barrett,Regina M. Myers,Stephan A. Grupp,Carl H. June,J. Joseph Melenhorst,Pablo G. Camara,Rong Fan"
10.1016/j.gpb.2021.02.004,Single-cell Analysis Technologies for Immuno-oncology Research: from Mechanistic Delineation to Biomarker Discovery,"Genomics, Proteomics & Bioinformatics",2021,"Zhiliang Bai,Graham Su,Rong Fan"
10.1007/s11431-020-1678-6,Compressive Elastic Behavior Of Single-Crystalline 4h-Silicon Carbide (Sic) Nanopillars,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,2021,"SuFeng Fan,XiaoCui Li,Rong Fan,Yang Lu"
10.1101/2021.03.11.434985,Spatial Epigenome Sequencing at Tissue Scale and Cellular Level,,2021,"Yanxiang Deng,Di Zhang,Yang Liu,Graham Su,Archibald Enninful,Zhiliang Bai,Rong Fan"
10.1039/d1tb01690c,A photo-responsive membrane for tailored drug delivery with spatially and temporally controlled release,JOURNAL OF MATERIALS CHEMISTRY B,2021,"Buyun Guo,Rong Fan,Shuwei Shen,Yue Xue,Zhiqiang Zhu,Ronald X Xu"
10.1126/science.abc4174,Achieving Large Uniform Tensile Elasticity In Microfabricated Diamond,SCIENCE,2021,"Chaoqun Dang,Jyh-Pin Chou,Bing Dai,Chang-Ti Chou,Yang Yang,Rong Fan,Weitong Lin,Fanling Meng,Alice Hu,Jiaqi Zhu,Jiecai Han,Andrew M Minor,Ju Li,Yang Lu"
10.1016/j.gpb.2021.12.001,"Advanced Single-cell Omics Technologies and Informatics Tools for Genomics, Proteomics, and Bioinformatics Analysis","Genomics, Proteomics & Bioinformatics",2021,"Luonan Chen,Rong Fan,Fuchou Tang"
10.1016/j.xpro.2021.100532,Spatial multi-omics sequencing for fixed tissue via DBiT-seq.,STAR protocols,2021,"Graham Su,Xiaoyu Qin,Archibald Enninful,Zhiliang Bai,Yanxiang Deng,Yang Liu,Rong Fan"
10.1136/jitc-2020-002328,Single-Cell Multiomics Dissection Of Basal And Antigen-Specific Activation States Of Cd19-Targeted Car T Cells,JOURNAL FOR IMMUNOTHERAPY OF CANCER,2021,"Zhiliang Bai,Stefan Lundh,Dongjoo Kim,Steven Woodhouse,David M Barrett,Regina M Myers,Stephan A Grupp,Marcela V Maus,Carl H June,Pablo G Camara,J Joseph Melenhorst,Rong Fan"
10.1021/acsami.0c05308,Magnetic targeting and ultrasound activation of liposome-microbubble conjugate for enhanced delivery of anti-cancer therapies.,ACS applied materials & interfaces,2020,"Pankaj Dwivedi,Sonia Kiran,Shuya Han,Monika Dwivedi,Renuka Khatik,Rong Fan,Farhana Akbar Mangrio,Kun Du,Zhiqiang Zhu,Chaoyu Yang,Fangsheng Huang,Aslam Ejaz,Renzhi Han,Ting Si,Ronald X Xu"
10.1016/j.cellimm.2020.104155,IL-7 receptor alpha defines heterogeneity and signature of human effector memory CD8 + T cells in high dimensional analysis.,Cellular Immunology,2020,"Min Sun Shin,Dongjoo Kim,Kristina Yim,Hong-Jai Park,Sungyong You,Xuemei Dong,Fotios Koumpouras,Albert C Shaw,Rong Fan,Smita Krishnaswamy,Insoo Kang"
10.1182/blood-2020-138843,Increased Interleukin-8 (Il8)-Cxcr2 Signaling Promotes Progression Of Bone Marrow Fibrosis In Myeloproliferative Neoplasms,BLOOD,2020,"Andrew Dunbar,Min Lu,Mirko Farina,Young Park,Julie Yang,Dongjoo Kim,Abdul Karzai,Mohamed E Salama,Jenna Snyder,Aishwarya Krishnan,Richard P. Koche,Rong Fan,Ross L. Levine,Ronald Hoffman"
,ASCL1 confers tolerance to tyrosine kinase inhibitors in EGFR mutant lung cancer.,CANCER RESEARCH,2020,"Bomiao Hu,Fernando J. de Miguel,Zongzhi Liu,Lok-Hei Chan,Mary Ann Melnick,Qin Yan,Don Nguyen,Rong Fan,Katerina Politi"
,Ex-Vivo Stimulation Of Chimeric Antigen Receptor T Cell Pre-Infusion Products Predicts Clinical Response In Pediatric B Cell Acute Lymphoblastic Leukemia.,CANCER RESEARCH,2020,"Steven Woodhouse,Zhiliang Bai,Rong Fan,Pablo G. Camara,J. Joseph Melenhorst"
10.1016/j.exphem.2020.09.037,3016 – SECRETORY MPP3 REINFORCE MYELOID DIFFERENTIATION TRAJECTORY AND AMPLIFY MYELOID CELL PRODUCTION,Experimental Hematology,2020,"Yoon-A Kang,Hyojung Paik,Jonathan Chen,Rong Fan,Emmanuelle Passegué"
,High-Spatial-Resolution Transcriptomic Map of the Mouse Lymph Node Microenvironment Using Deterministic Barcoding,,2020,"Archibald  Enninful,Yang  Liu,Rong  Fan"
10.1016/j.cell.2020.10.026,High-Spatial-Resolution Multi-Omics Sequencing via Deterministic Barcoding in Tissue.,CELL,2020,"Yang Liu,Mingyu Yang,Yanxiang Deng,Graham Su,Archibald Enninful,Cindy C Guo,Toma Tebaldi,Di Zhang,Dongjoo Kim,Zhiliang Bai,Eileen Norris,Alisia Pan,Jiatong Li,Yang Xiao,Stephanie Halene,Rong Fan"
10.1002/pmic.201900106,Cancer Systems Biology in the Era of Single-Cell Multi-Omics.,PROTEOMICS,2020,"Hanjun Cheng,Rong Fan,Wei Wei"
10.1016/j.immuni.2020.05.003,m 6 A Modification Prevents Formation of Endogenous Double-Stranded RNAs and Deleterious Innate Immune Responses during Hematopoietic Development.,Immunity,2020,"Yimeng Gao,Radovan Vasic,Yuanbin Song,Rhea Teng,Chengyang Liu,Rana Gbyli,Giulia Biancon,Raman Nelakanti,Kirsten Lobben,Eriko Kudo,Wei Liu,Anastasia Ardasheva,Xiaoying Fu,Xiaman Wang,Poorval Joshi,Veronica Lee,Burak Dura,Gabriella Viero,Akiko Iwasaki,Rong Fan,Andrew Xiao,Richard A Flavell,Hua-Bing Li,Toma Tebaldi,Stephanie Halene"
10.1158/1538-7445.TUMHET2020-PO-015,Abstract PO-015: Ex-vivo stimulation of chimeric antigen receptor T cell pre-infusion products predicts clinical response in pediatric B cell acute lymphoblastic leukemia,Cancer Research,2020,"Steven Woodhouse,Zhiliang Bai,Rong Fan,Pablo G. Camara,J. Joseph Melenhorst"
10.1101/2020.10.13.338475,Spatial transcriptome sequencing of FFPE tissues at cellular level,,2020,"Yang Liu,Archibald Enninful,Yanxiang Deng,Rong Fan"
10.1007/978-1-0716-0203-4_4,Single-Cell Cytokine Analysis To Characterize Car-T Cell Activation,CELL REPROGRAMMING FOR IMMUNOTHERAPY: METHODS AND PROTOCOLS,2020,"Amanda Finck,Rong Fan"
10.1016/j.msec.2019.110326,Corrigendum to “Engineered multifunctional biodegradable hybrid microparticles for paclitaxel delivery in cancer therapy” [Mater Sci Eng C 102 (2019) 113–123],MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,2020,"Pankaj Dwivedi,Shuya Han,Farhana Mangrio,Rong Fan,Monika Dwivedi,Zhiqiang Zhu,Fangsheng Huang,Qiang Wu,Renuka Khatik,David E. Cohn,Ting Si,Shuiying Hu,Alex Sparreboom,Ronald X. Xu"
10.1063/5.0011876,Two-Dimensional Mechanical Metamaterials With Bending-Induced Expansion Behavior,APPLIED PHYSICS LETTERS,2020,"Xiang Li,Zhengjie Fan,Rong Fan,Yang Lu"
10.11896/cldb.19100178,"Applying Flexible Electronics in the Diagnosis, Treatment and Nursing Care for Diabetes Mellitus:a Review",Materials Review,2020,"Jiang SONG,Tengjiao WANG,Tao FENG,Siew CHAN,Fan RONG,Peng LI,Wei HUANG"
10.1021/acsnano.0c02953,An Integrated Dielectrophoresis -Trapping and Nanowell Transfer Approach to Enable Double-Sub-Poisson Single-Cell RNA-Sequencing.,ACS nano,2020,"Zhiliang Bai,Yanxiang Deng,Dongjoo Kim,Zhuo Chen,Yang Xiao,Rong Fan"
10.1016/j.ygeno.2020.10.019,Single Symbiotic Cell Transcriptome Sequencing Of Coral,GENOMICS,2020,"Minli Li,Hongde Liu,Yunxia Guo,Fang Chen,Xiaoyuan Zi,Rong Fan,Huamei Li,Yiran Cai,Chunpeng He,Zuhong Lu,Xiangwei Zhao"
10.1016/j.gpb.2019.03.002,Single-cell Analysis of CAR-T Cell Activation Reveals A Mixed T H 1/T H 2 Response Independent of Differentiation.,"Genomics, Proteomics & Bioinformatics",2019,"Iva Xhangolli,Burak Dura,GeeHee Lee,Dongjoo Kim,Yang Xiao,Rong Fan"
10.1016/j.jct.2019.01.017,Effect of the properties of polyether polyol on sorption behaviour and interfacial tension of polyol/CO2 solutions under high pressure condition,The Journal of Chemical Thermodynamics,2019,"Ze Yang,Dongdong Hu,Tao Liu,Zhimei Xu,Rong Fan,Ling Zhao"
10.1038/s41467-019-12125-5, Perturbed myoepithelial cell differentiation in BRCA mutation carriers and in ductal carcinoma in situ.,NATURE COMMUNICATIONS,2019,"Lina Ding,Ying Su,Anne Fassl,Kunihiko Hinohara,Xintao Qiu,Nicholas W Harper,Sung Jin Huh,Noga Bloushtain-Qimron,Bojana Jovanović,Muhammad Ekram,Xiaoyuan Zi,William C Hines,Maša Alečković,Carlos Gil Del Alcazar,Ryan J Caulfield,Dennis M Bonal,Quang-De Nguyen,Vanessa F Merino,Sibgat Choudhury,Gabrielle Ethington,Laura Panos,Michael Grant,William Herlihy,Alfred Au,Gedge D Rosson,Pedram Argani,Andrea L Richardson,Deborah Dillon,D Craig Allred,Kirsten Babski,Elizabeth Min Hui Kim,Charles H McDonnell,Jon Wagner,Ron Rowberry,Kristie Bobolis,Celina G Kleer,E Shelley Hwang,Joanne L Blum,Simona Cristea,Piotr Sicinski,Rong Fan,Henry W Long,Saraswati Sukumar,So Yeon Park,Judy E Garber,Mina Bissell,Jun Yao,Kornelia Polyak"
10.1002/jbio.201900011,Quantitative Phase Microscopy with Enhanced Contrast and Improved Resolution through Ultra-Oblique Illumination (UO-QPM).,JOURNAL OF BIOPHOTONICS,2019,"Ying Ma,Siyue Guo,Yang Pan,Rong Fan,Zachary J Smith,Stephen Lane,Kaiqin Chu"
10.1182/blood-2019-130442,Loss Of Mettl3 Mediated M6a Rna Modification Results In Double-Stranded Rna Induced Innate Immune Response And Hematopoietic Failure,BLOOD,2019,"Yimeng Gao,Radovan Vasic,Yuanbin Song,Rhea Teng,Rana Gbyli,Giulia Biancon,Raman Nelakanti,Eriko Kudo,Wei Liu,Anastasia Ardasheva,Xiaoying Fu,Xiaman Wang,Poorval Joshi,Burak Dura,Veronica Lee,Gabriella Viero,Akiko Iwasaki,Rong Fan,Andrew Xiao,Richard Flavell,Hua-Bing Li,Toma Tebaldi,Stephanie Halene"
10.1002/advs.201801531,Ex vivo dynamics of human glioblastoma cells in a microvasculature-on-a-chip system correlates with tumor heterogeneity and subtypes,ADVANCED SCIENCE,2019,"Yang Xiao,Dongjoo Kim,Burak Dura,Kerou Zhang,Runchen Yan,Huamin Li,Edward Han,Joshua Ip,Pan Zou,Jun Liu,Ann Tai Chen,Alexander O. Vortmeyer,Jiangbing Zhou,Rong Fan"
10.1038/s41467-018-07981-6,Single-cell microRNA-mRNA co-sequencing reveals non-genetic heterogeneity and mechanisms of microRNA regulation.,NATURE COMMUNICATIONS,2019,"Nayi Wang,Ji Zheng,Zhuo Chen,Yang Liu,Burak Dura,Minsuk Kwak,Juliana Xavier-Ferrucio,Yi-Chien Lu,Miaomiao Zhang,Christine Roden,Jijun Cheng,Diane S Krause,Ye Ding,Rong Fan,Jun Lu"
10.1002/pmic.201900235,Special Issue on Single‐Cell Multiomics for Immuno‐Oncology and Cancer Systems Biology,PROTEOMICS,2019,"Wei Wei,Rong Fan"
10.1016/j.cels.2019.01.004,Convergent Identification and Interrogation of Tumor-Intrinsic Factors that Modulate Cancer Immunity In Vivo.,Cell Systems,2019,"Adan Codina,Paul A Renauer,Guangchuan Wang,Ryan D Chow,Jonathan J Park,Hanghui Ye,Kerou Zhang,Matthew B Dong,Brandon Gassaway,Lupeng Ye,Youssef Errami,Li Shen,Alan Chang,Dhanpat Jain,Roy S Herbst,Marcus Bosenberg,Jesse Rinehart,Rong Fan,Sidi Chen"
10.1016/j.apsusc.2019.01.012,NiO-bridged MnCo-hydroxides for flexible high-performance fiber-shaped energy storage device,APPLIED SURFACE SCIENCE,2019,"Libo Gao,Rong Fan,Ran Xiao,Ke Cao,Peifeng Li,Weidong Wang,Yang Lu"
10.1002/advs.201801361,"Multiplexed, Sequential Secretion Analysis of the Same Single Cells Reveals Distinct Effector Response Dynamics Dependent on the Initial Basal State.",ADVANCED SCIENCE,2019,"Zhuo Chen,Yao Lu,Kerou Zhang,Yang Xiao,Jun Lu,Rong Fan"
10.1146/annurev-anchem-061318-115055,Single-Cell Protein Secretion Detection and Profiling.,"ANNUAL REVIEW OF ANALYTICAL CHEMISTRY, VOL 12",2019,"Zhuo Chen,Jonathan J Chen,Rong Fan"
10.1038/s41556-019-0346-x,Subclonal cooperation drives metastasis by modulating local and systemic immune microenvironments.,NATURE CELL BIOLOGY,2019,"Michalina Janiszewska,Doris P Tabassum,Zafira Castaño,Simona Cristea,Kimiyo N Yamamoto,Natalie L Kingston,Katherine C Murphy,Shaokun Shu,Nicholas W Harper,Carlos Gil Del Alcazar,Maša Alečković,Muhammad B Ekram,Ofir Cohen,Minsuk Kwak,Yuanbo Qin,Tyler Laszewski,Adrienne Luoma,Andriy Marusyk,Kai W Wucherpfennig,Nikhil Wagle,Rong Fan,Franziska Michor,Sandra S McAllister,Kornelia Polyak"
10.1016/j.devcel.2019.02.023,Leukocyte Cytoskeleton Polarization Is Initiated by Plasma Membrane Curvature from Cell Attachment.,Developmental Cell,2019,"Chunguang Ren,Qianying Yuan,Martha Braun,Xia Zhang,Björn Petri,Jiasheng Zhang,Dongjoo Kim,Julia Guez-Haddad,Wenzhi Xue,Weijun Pan,Rong Fan,Paul Kubes,Zhaoxia Sun,Yarden Opatowsky,Franck Polleux,Erdem Karatekin,Wenwen Tang,Dianqing Wu"
