doi,标题,期刊,年份,作者
10.1088/1361-6528/aa7ebe,Theoretical studies on lattice-oriented growth of single-walled carbon nanotubes on sapphire.,NANOTECHNOLOGY,2017,"Zhengwei Li,Xianhong Meng,Jianliang Xiao"
10.1016/j.taml.2017.02.006,Buckling of thin gel strip under swelling,Theoretical and Applied Mechanics Letters,2017,"Ruiqi Jiang,Jianliang Xiao,Jizhou Song"
10.1002/adom.201700425,Harnessing Surface Wrinkling–Cracking Patterns for Tunable Optical Transmittance,ADVANCED OPTICAL MATERIALS,2017,"Zhengwei Li,Yao Zhai,Yu Wang,Griffith M. Wendland,Xiaobo Yin,Jianliang Xiao"
10.1016/j.ceramint.2017.07.189,Characterization and photocatalytic properties of nano-Fe2O3–TiO2 composites prepared through the gaseous detonation method,CERAMICS INTERNATIONAL,2017,"Linsong Wu,Honghao Yan,Jianliang Xiao,Xiaojie Li,Xiaohong Wang,Tiejun Zhao"
10.1016/j.taml.2015.11.011,Mechanics of bioinspired imaging systems,Theoretical and Applied Mechanics Letters,2016,"Zhengwei Li,Yu Wang,Jianliang Xiao"
10.1126/sciadv.1601185,Epidermal mechano-acoustic sensing electronics for cardiovascular diagnostics and human-machine interfaces,Science Advances,2016,"Yuhao Liu,James J. S. Norton,Raza Qazi,Zhanan Zou,Kaitlyn R. Ammann,Hank Liu,Lingqing Yan,Phat L. Tran,Kyung-In Jang,Jung Woo Lee,Douglas Zhang,Kristopher A. Kilian,Sung Hee Jung,Timothy Bretl,Jianliang Xiao,Marvin J. Slepian,Yonggang Huang,Jae-Woong Jeong,John A. Rogers"
10.1021/acs.langmuir.6b00588,Influences of Substrate Adhesion and Particle Size on the Shape Memory Effect of Polystyrene Particles.,LANGMUIR,2016,"Lewis M Cox,Jason P Killgore,Zhengwei Li,Rong Long,Aric W Sanders,Jianliang Xiao,Yifu Ding"
10.1115/1.4032984,"Stretchable Thin Film Materials: Fabrication, Application, and Mechanics",JOURNAL OF ELECTRONIC PACKAGING,2016,"Yu Wang,Zhengwei Li,Jianliang Xiao"
10.1115/1.4033754,Third-Order Polynomials Model for Analyzing Multilayer Hard/Soft Materials in Flexible Electronics,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,2016,"Xianhong Meng,Boya Liu,Yu Wang,Taihua Zhang,Jianliang Xiao"
10.1002/pssa.201532671,Observations of stress accumulation and relaxation in solid-state lithiation and delithiation of suspended Si microcantilevers: Stress accumulation and relaxation in suspended Si microcantilevers,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,2016,"Joseph J. Brown,Se-Hee Lee,Jianliang Xiao,Zhuangchun Wu"
10.1016/j.polymer.2015.05.049,Influence of nanoimprint lithography on membrane structure and performance,Polymer,2015,"sajjad h maruf,zhengwei li,joseph a yoshimura,jianliang xiao,alan r greenberg,yifu ding"
10.1016/j.eml.2015.05.005,Strain tunable optics of elastomeric microlens array,Extreme Mechanics Letters,2015,"zhengwei li,jianliang xiao"
10.1016/j.cossms.2015.01.003,Mechanics of curvilinear electronics and optoelectronics,Current Opinion in Solid State and Materials Science,2015,"zhengwei li,yu wang,jianliang xiao"
10.1063/1.4905299,Mechanics And Optics Of Stretchable Elastomeric Microlens Array For Artificial Compound Eye Camera,JOURNAL OF APPLIED PHYSICS,2015,"zhengwei li,jianliang xiao"
,Shape Memorizing Micro And Nano Polymer Particles,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2015,"Lewis Cox,Yifu Ding,Jianliang Xiao,Mark Stoykovich,Zheng Zhang,Zhengwei Li,Jason Killgore"
10.1021/nl401180t,Observation of pull-in instability in graphene membranes under interfacial forces.,NANO LETTERS,2014,"Xinghui Liu,Narasimha G Boddeti,Mariah R Szpunar,Luda Wang,Miguel A Rodriguez,Rong Long,Jianliang Xiao,Martin L Dunn,J Scott Bunch"
10.1002/adma.201304079,Morphing metal-polymer janus particles.,ADVANCED MATERIALS,2014,"Lewis M Cox,Jason P Killgore,Zhengwei Li,Zheng Zhang,Donna C Hurley,Jianliang Xiao,Yifu Ding"
10.1117/12.2041112,Bio-inspired hemispherical compound eye camera,"BIOINSPIRED, BIOINTEGRATED, BIOENGINEERED PHOTONIC DEVICES II",2014,"jianliang xiao,young min song,y xie,viktor malyarchuk,inhwa jung,k choi,zhuangjian liu,hyunsung park,chaofeng lu,rakhwan kim,rui li,kenneth b crozier,yonggang huang,john a rogers"
10.1016/j.polymer.2014.09.024,Reconfigurable surface patterns on covalent adaptive network polymers using nanoimprint lithography,Polymer,2014,"lewis m cox,zhengwei li,nancy sowan,devatha p nair,jianliang xiao,christopher n bowman,yifu ding"
10.1117/12.2050820,Arthropod eye-inspired digital camera with unique imaging characteristics,Proceedings of SPIE,2014,"jianliang xiao,young min song,y xie,viktor malyarchuk,inhwa jung,k choi,zhuangjian liu,hyunsung park,chaofeng lu,rakhwan kim,rui li,kenneth b crozier,yonggang huang,john a rogers"
10.1002/adom.201300533,"Compliant, Heterogeneously Integrated GaAs Micro‐VCSELs towards Wearable and Implantable Integrated Optoelectronics Platforms",ADVANCED OPTICAL MATERIALS,2014,"dongseok kang,sungmin lee,zhengwei li,ashkan seyedi,j d obrien,jianliang xiao,jongseung yoon"
,Bio-inspired Artificial Apposition Compound Eye,,2014,"jianliang xiao,youngmin song,y xie,viktor malyarchuk,yonggang huang,john a rogers"
10.1088/0022-3727/46/12/125309,Surface effects on in-plane buckling of nanowires on elastomeric substrates,JOURNAL OF PHYSICS D-APPLIED PHYSICS,2013,"yu wang,jizhou song,jianliang xiao"
10.1038/nature12083,Digital cameras with designs inspired by the arthropod eye.,NATURE,2013,"Young Min Song,Yizhu Xie,Viktor Malyarchuk,Jianliang Xiao,Inhwa Jung,Ki-Joong Choi,Zhuangjian Liu,Hyunsung Park,Chaofeng Lu,Rak-Hwan Kim,Rui Li,Kenneth B Crozier,Yonggang Huang,John A Rogers"
10.1364/cleo_at.2013.ath5a.5,Recent advances on apposition compound eye cameras,conference on lasers and electro optics,2013,"Young Min Song,Y. Xie,Viktor Malyarchuk,Jianliang Xiao,Inhwa Jung,Ki-Joong Choi,Zhuangjian Liu,Hyunsung Park,Chaofeng Lu,Rak-Hwan Kim,Rui Li,Kenneth B. Crozier,Yonggang Huang,John A. Rogers"
10.1021/nl4036324,Graphene blisters with switchable shapes controlled by pressure and adhesion.,NANO LETTERS,2013,"Narasimha G Boddeti,Xinghui Liu,Rong Long,Jianliang Xiao,J Scott Bunch,Martin L Dunn"
10.1115/1.4023962,Mechanics of tunable hemispherical electronic eye camera systems that combine rigid device elements with soft elastomers,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,2013,"Chaofeng Lü,Ming Li,Jianliang Xiao,Inhwa Jung,Jian Wu,Yonggang Huang,Kehchih Hwang,John. A. Rogers"
,Mechanics of tunable hemispherical electronic eye camera systems that combine rigid device elements with soft elastomers,"Journal of Applied Mechanics, Transactions ASME",2013,"Xiao,Jianliang,Lü,Chaofeng,Li,Ming,Huang,Yonggang,Jung,Inhwa,Wu,Jian,Hwang,Kehchih,Rogers,John D."
10.1088/0022-3727/46/5/055308,Mechanics of self-folding of single-layer graphene,JOURNAL OF PHYSICS D-APPLIED PHYSICS,2013,"Xianhong Meng,Ming Li,Zhan Kang,Xiaopeng Zhang,Jianliang Xiao"
10.1115/1.4024255,"Mechanics of Adhered, Pressurized Graphene Blisters",JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,2013,"narasimha g boddeti,s koenig,rong long,jianliang xiao,j scott bunch,martin l dunn"
,플랙서블 소자 기술에 기반한 동적줌이 가능한 반구형 눈 카메라,,2012,"정인화,jianliang xiao,viktor malyarchuk,yonggang huang,john a rogers"
10.1021/nn203572n,Si/Ge double-layered nanotube array as a lithium ion battery anode.,ACS nano,2012,"Taeseup Song,Huanyu Cheng,Heechae Choi,Jin-Hyon Lee,Hyungkyu Han,Dong Hyun Lee,Dong Su Yoo,Moon-Seok Kwon,Jae-Man Choi,Seok Gwang Doo,Hyuk Chang,Jianliang Xiao,Yonggang Huang,Won Il Park,Yong-Chae Chung,Hansu Kim,John A Rogers,Ungyu Paik"
10.1038/srep00893,Biaxial Compressive Strain Engineering In Graphene/Boron Nitride Heterostructures,SCIENTIFIC REPORTS,2012,"Wei Pan,Jianliang Xiao,Junwei Zhu,Chenxi Yu,Gang Zhang,Zhenhua Ni,karen h watanabe,takashi taniguchi,Yi Shi,Xinran Wang"
10.1038/nn.2973,"Flexible, foldable, actively multiplexed, high-density electrode array for mapping brain activity in vivo.",NATURE NEUROSCIENCE,2011,"Jonathan Viventi,Dae-Hyeong Kim,Leif Vigeland,Eric S Frechette,Justin A Blanco,Yun-Soung Kim,Andrew E Avrin,Vineet R Tiruvadi,Suk-Won Hwang,Ann C Vanleer,Drausin F Wulsin,kathryn a davis,Casey E Gelber,Larry Palmer,Jan Van der Spiegel,Jian Wu,Jianliang Xiao,Yonggang Huang,Diego Contreras,John A Rogers,Brian Litt"
,"Flexible, foldable, actively multiplexed, high-density electrode array for mapping brain activity in vivo",Nature Neuroscience,2011,"Viventi,Jonathan,Wu,Jian,Xiao,Jianliang,Huang,Yonggang,Kim,Dae-Hyeong,Vigeland,Leif E.,Palmer,Larry A.,Contreras,Diego,Frechette,Eric S.,Davis,Kathryn Adamiak,Litt,Brian,Blanco,Justin A.,Kim,Yunsoung,Hwang,Sukwon,Rogers,John D.,Avrin,Andrew E.,Van der Spiegel,Jan,Tiruvadi,Vineet Ravi Avi,Vanleer,Ann C.,Wulsin,Drausin F.,Gelber,Casey E."
10.1117/12.876573,"Micro-scale, printed LEDs for unusual lighting and display systems",ADVANCED FABRICATION TECHNOLOGIES FOR MICRO/NANO OPTICS AND PHOTONICS IV,2011,"Rakhwan Kim,Daehyeong Kim,Jianliang Xiao,Bonghoon Kim,Bruce J B Panilaitis,Roozbeh Ghaffari,JiMin Yao,Ming Li,Zhuangjian Liu,Viktor Malyarchuk,Daegon Kim,Anphong Le,Ralph G. Nuzzo,David L. Kaplan,Fiorenzo G. Omenetto,Yonggang Huang,Zhan Kang,John. A. Rogers"
10.1073/pnas.1015440108,Dynamically Tunable Hemispherical Electronic Eye Camera System With Adjustable Zoom Capability,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,"Inhwa Jung,Jianliang Xiao,Viktor Malyarchuk,Chaofeng Lu,Ming Li,Zhuangjian Liu,Jongseung Yoon,Yonggang Huang,John A Rogers"
10.1016/B978-1-4377-7823-6.00010-6,Mechanics Of Stiff Thin Films Of Controlled Wavy Geometry On Compliant Substrates For Stretchable Electronics,SEMICONDUCTOR NANOMATERIALS FOR FLEXIBLE TECHNOLOGIES: FROM PHOTOVOLTAICS AND ELECTRONICS TO SENSORS AND ENERGY STORAGE/HARVESTING DEVICES,2010,"jianliang xiao,hanqing jiang,yonggang huang,john a rogers"
10.1039/c0sm00579g,Mechanics of curvilinear electronics,SOFT MATTER,2010,"Shuodao Wang,Jianliang Xiao,Jizhou Song,Heungcho Ko,Kehchih Hwang,Yonggang Huang,John. A. Rogers"
,Arrays of sealed silicon nanotubes as anodes for lithium ion batteries,Nano Letters,2010,"Song,Taeseup,Lee,Jinhyon,Lee,Donghyun,Park,Wonil,Paik,Ungyu,Kwon,MoonSeok,Choi,Jaeman,Doo,Seokkwang,Chang,Hyuk,Kim,Hansu,Xia,Jianliang,Wu,Jian,Rogers,John D.,Zang,Dongsik,Huang,Yonggang,Hwang,Kehchih"
10.1038/NMAT2745,Dissolvable films of silk fibroin for ultrathin conformal bio-integrated electronics.,NATURE MATERIALS,2010,"Dae-Hyeong Kim,Jonathan Viventi,Jason J Amsden,Jianliang Xiao,Leif Vigeland,Yun-Soung Kim,Justin A Blanco,Bruce Panilaitis,Eric S Frechette,Diego Contreras,David L Kaplan,Fiorenzo G Omenetto,Yonggang Huang,Keh-Chih Hwang,Mitchell R Zakin,Brian Litt,John A Rogers"
10.1126/scitranslmed.3000738,"A conformal, bio-interfaced class of silicon electronics for mapping cardiac electrophysiology.",SCIENCE TRANSLATIONAL MEDICINE,2010,"Jonathan Viventi,Dae-Hyeong Kim,Joshua D Moss,Yun-Soung Kim,Justin A Blanco,Nicholas Annetta,Andrew Hicks,Jianliang Xiao,Younggang Huang,David J Callans,John A Rogers,Brian Litt"
10.1103/PhysRevLett.104.166805,Free Folding Of Suspended Graphene Sheets By Random Mechanical Stimulation,PHYSICAL REVIEW LETTERS,2010,"Jiong Zhang,Jianliang Xiao,Xianhong Meng,Carolyn Monroe,Yonggang Huang,Jian-Min Zuo"
10.1038/nmat2879,Waterproof AlInGaP optoelectronics on stretchable substrates with applications in biomedicine and robotics.,Nature materials,2010,"Rak-Hwan Kim,Dae-Hyeong Kim,Jianliang Xiao,Bong Hoon Kim,Sang-Il Park,Viktor Malyarchuk,Dae Gon Kim,John A. Rogers,Ming Li,Yonggang Huang,Bruce Panilaitis,David L. Kaplan,Fiorenzo G. Omenetto,Roozbeh Ghaffari,Jimin Yao,An-Phong Le,Ralph G. Nuzzo,Ming Li,Zhan Kang,Zhuangjian Liu"
10.1039/b920862c,Compact monocrystalline silicon solar modules with high voltage outputs and mechanically flexible designs,ENERGY & ENVIRONMENTAL SCIENCE,2010,"Alfred J. Baca,Ki Jun Yu,Jianliang Xiao,Shuodao Wang,Jongseung Yoon,Jae Ha Ryu,Darren Stevenson,Ralph G. Nuzzo,Angus A. Rockett,Yonggang Huang,John A. Rogers"
10.1021/nl100086e,Arrays of sealed silicon nanotubes as anodes for lithium ion batteries.,NANO LETTERS,2010,"Taeseup Song,Jianliang Xia,Jin-Hyon Lee,Dong Hyun Lee,Moon-Seok Kwon,Jae-Man Choi,Jian Wu,Seok Kwang Doo,Hyuk Chang,Won Il Park,Dong Sik Zang,Hansu Kim,Yonggang Huang,Keh-Chih Hwang,John A Rogers,Ungyu Paik"
10.1016/j.ijplas.2009.06.008,The equivalent axisymmetric model for Berkovich indenters in power-law hardening materials,International Journal of Plasticity,2010,"Z. Shi,X. Feng,Y. Huang,J. Xiao,K.C. Hwang"
10.1088/0957-4484/21/8/085708,Mechanics of nanowire/nanotube in-surface buckling on elastomeric substrates.,NANOTECHNOLOGY,2010,"jianliang xiao,S Y Ryu,Y Huang,K-C Hwang,U Paik,J A Rogers"
